TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,359.8125,230,199
1527757087179,2,229,199
-1,4.1875,229,199
-1,6.375,229,199
-1,8.5625,230,199
-1,10.8125,230,199
-1,13,230,199
-1,15.1875,233,199
-1,17.375,236,199
-1,19.9375,237,199
-1,22.6875,242,199
